Churn;Gender;SeniorCitizen;Partner;Dependents;Tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;DailyCharges;MonthlyCharges;AvgServiceCost;TotalCharges;ServiceCount;TenureGroup;Churn_binary
No;Female;No;Yes;Yes;32;Yes;Yes;Dsl;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);63,92;62,45;20,816666666666666;2045,55;3;25–36;0
Yes;Female;Yes;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);71,46;75,2;37,6;1929,35;2;25–36;1
No;Male;No;No;No;3;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;89,48;90,4;22,6;268,45;4;0–12;0
Yes;Male;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;90,75;85,65;42,825;181,5;2;0–12;1
Yes;Female;No;No;Yes;9;Yes;No;Dsl;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;72,38;72,9;14,580000000000002;651,4;5;0–12;1
No;Male;No;Yes;Yes;50;Yes;Yes;Dsl;Yes;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);69,73;70,5;17,625;3486,65;4;49–60;0
No;Female;No;Yes;Yes;71;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);19,57;20,1;20,1;1389,6;1;61–72;0
Yes;Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,98;74,9;74,9;2303,35;1;25–36;1
No;Female;No;Yes;Yes;16;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);95,17;100,7;20,14;1522,7;5;13–24;0
No;Female;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);100,27;105,65;21,130000000000003;6717,9;5;61–72;0
No;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);111,92;114,3;16,32857142857143;8058,55;7;61–72;0
Yes;Female;No;No;No;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;19,62;19,75;19,75;58,85;1;0–12;1
No;Male;No;Yes;Yes;23;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;23,41;24,35;24,35;538,5;1;13–24;0
No;Male;No;Yes;Yes;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);70,87;69,85;13,969999999999999;5102,35;5;61–72;0
No;Male;No;Yes;Yes;7;No;No;Dsl;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;66,53;58,85;11,77;465,7;5;0–12;0
No;Male;No;Yes;Yes;8;Yes;No;Dsl;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;59,39;54,4;27,2;475,1;2;0–12;0
No;Male;No;Yes;Yes;66;No;No;Dsl;No;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);50,98;50,55;16,849999999999998;3364,55;3;61–72;0
Yes;Male;No;No;No;5;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;22,77;21,05;21,05;113,85;1;0–12;1
Yes;Male;No;No;No;49;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);102,78;103,7;20,740000000000002;5036,3;5;49–60;1
No;Male;No;Yes;No;63;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);19,6;19,95;19,95;1234,8;1;61–72;0
No;Female;Yes;Yes;Yes;12;No;No;Dsl;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;29,66;29,3;29,3;355,9;1;0–12;0
No;Male;No;Yes;Yes;27;Yes;No;Dsl;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);55,94;54,75;18,25;1510,3;3;25–36;0
No;Female;No;No;No;35;Yes;No;Dsl;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;56,65;60,55;15,1375;1982,6;4;25–36;0
No;Female;No;Yes;Yes;54;Yes;Yes;Dsl;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;83,78;86,2;14,366666666666667;4524,05;6;49–60;0
Yes;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,45;95,45;31,816666666666666;95,45;3;0–12;1
No;Male;No;No;No;5;Yes;No;Dsl;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);63,62;63,95;15,9875;318,1;4;0–12;0
No;Male;No;No;No;19;Yes;No;Dsl;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);64,83;65,35;16,3375;1231,85;4;13–24;0
No;Male;No;Yes;Yes;52;No;No;Dsl;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;49,12;50,2;12,55;2554,0;4;49–60;0
No;Female;No;Yes;Yes;72;No;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);65,06;63,8;10,633333333333333;4684,3;6;61–72;0
No;Male;No;No;No;32;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);19,2;20,05;20,05;614,45;1;25–36;0
Yes;Female;No;Yes;No;8;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;105,36;101,15;20,23;842,9;5;0–12;1
No;Male;No;No;No;41;Yes;Yes;Dsl;No;No;Yes;No;No;Yes;One year;No;Mailed check;61,75;65,0;21,666666666666668;2531,8;3;37–48;0
No;Male;No;No;No;5;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;17,21;19,25;19,25;86,05;1;0–12;0
No;Female;No;No;Yes;11;No;No;Dsl;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;36,6;36,05;18,025;402,6;2;0–12;0
Yes;Male;No;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;90,68;96,1;24,025;453,4;4;0–12;1
No;Female;No;No;No;16;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;20,42;19,05;19,05;326,65;1;13–24;0
No;Male;Yes;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);103,98;105,75;21,15;7382,85;5;61–72;0
No;Female;No;No;No;11;No;No;Dsl;No;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);38,42;40,4;13,466666666666667;422,6;3;0–12;0
Yes;Female;No;Yes;Yes;61;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,53;99,15;24,7875;6010,05;4;61–72;1
No;Female;No;Yes;No;71;Yes;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);85,16;84,8;12,114285714285714;6046,1;7;61–72;0
No;Male;No;No;No;9;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;19,87;19,85;19,85;178,8;1;0–12;0
No;Female;No;No;No;6;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;52,43;49,45;24,725;314,6;2;0–12;0
Yes;Female;No;No;No;26;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);87,48;88,8;29,599999999999998;2274,35;3;25–36;1
No;Female;No;No;No;6;Yes;No;Dsl;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;53,82;55,15;18,383333333333333;322,9;3;0–12;0
No;Male;No;No;No;11;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;80,8;84,8;28,266666666666666;888,75;3;0–12;0
Yes;Male;No;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,55;80,55;40,275;80,55;2;0–12;1
No;Female;No;Yes;No;49;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);19,86;20,15;20,15;973,35;1;49–60;0
No;Female;No;Yes;Yes;3;Yes;No;Dsl;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);56,2;58,7;19,566666666666666;168,6;3;0–12;0
No;Female;No;No;No;53;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Mailed check;102,34;99,5;16,583333333333332;5424,25;6;49–60;0
Yes;Male;No;Yes;Yes;23;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;101,36;99,85;19,97;2331,3;5;13–24;1
Yes;Male;No;No;No;2;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,75;45,35;45,35;89,5;1;0–12;1
Yes;Male;No;No;No;1;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,55;48,55;24,275;48,55;2;0–12;1
No;Male;No;No;Yes;3;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;40,42;26,4;26,4;121,25;1;0–12;0
Yes;Female;Yes;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,76;100,2;25,05;6851,65;4;61–72;1
Yes;Male;No;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;92,54;94,7;23,675;740,3;4;0–12;1
No;Female;No;Yes;No;70;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;99,75;97,65;24,4125;6982,5;4;61–72;0
No;Male;No;Yes;Yes;39;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;98,35;100,0;25,0;3835,55;4;37–48;0
Yes;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,1;70,1;70,1;70,1;1;0–12;1
Yes;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,1;97,9;19,580000000000002;315,3;5;0–12;1
No;Male;No;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);102,63;102,5;20,5;6157,6;5;49–60;0
Yes;Female;No;Yes;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;66,03;69,95;69,95;330,15;1;0–12;1
Yes;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;77,9;81,35;40,675;233,7;2;0–12;1
No;Female;No;Yes;No;55;Yes;Yes;Dsl;Yes;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);62,95;66,05;16,5125;3462,1;4;49–60;0
No;Male;No;No;No;72;No;No;Dsl;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);60,98;61,2;12,24;4390,25;5;61–72;0
No;Male;Yes;Yes;No;72;Yes;No;Dsl;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);74,45;74,4;12,4;5360,75;6;61–72;0
Yes;Female;No;No;No;41;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;108,38;106,3;21,259999999999998;4443,45;5;37–48;1
No;Male;No;No;No;60;No;No;Dsl;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);40,41;39,6;13,200000000000001;2424,5;3;49–60;0
Yes;Female;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;96,27;89,3;29,766666666666666;577,6;3;0–12;1
No;Female;No;Yes;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);105,53;108,9;18,150000000000002;4854,3;6;37–48;0
No;Female;No;No;No;15;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;21,36;19,9;19,9;320,45;1;13–24;0
Yes;Female;No;Yes;No;58;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);101,47;102,1;20,419999999999998;5885,4;5;49–60;1
No;Male;No;Yes;Yes;23;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);18,55;19,6;19,6;426,65;1;13–24;0
Yes;Female;Yes;Yes;Yes;31;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;93,91;98,9;19,78;2911,3;5;25–36;1
No;Male;No;Yes;No;11;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);47,45;45,9;45,9;521,9;1;0–12;0
No;Female;Yes;No;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);101,9;99,9;19,98;5706,3;5;49–60;0
No;Female;No;No;Yes;25;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);18,87;20,05;20,05;471,7;1;25–36;0
No;Female;No;No;No;68;No;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);66,76;64,35;10,725;4539,6;6;61–72;0
No;Female;No;No;No;40;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);20,76;19,65;19,65;830,25;1;37–48;0
Yes;Male;No;No;No;36;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,2;84,9;42,45;3067,2;2;25–36;1
Yes;Male;No;No;No;32;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);107,28;108,15;18,025000000000002;3432,9;6;25–36;1
No;Male;No;Yes;Yes;71;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);88,22;86,85;12,407142857142857;6263,8;7;61–72;0
No;Male;No;Yes;No;17;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,5;102,55;20,509999999999998;1742,5;5;13–24;0
No;Male;No;Yes;No;18;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;81,6;78,2;26,066666666666666;1468,75;3;13–24;0
No;Female;No;No;No;37;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);91,41;91,2;22,8;3382,3;4;37–48;0
No;Male;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;23,18;19,35;19,35;46,35;1;0–12;0
No;Female;No;Yes;Yes;28;Yes;No;Fiber optic;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);71,15;70,4;70,4;1992,2;1;25–36;0
No;Male;No;No;No;9;No;No;Dsl;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;41,44;39,55;13,183333333333332;373,0;3;0–12;0
No;Female;No;No;No;1;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50,15;50,15;25,075;50,15;2;0–12;0
No;Male;No;Yes;No;65;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);21,76;20,4;20,4;1414,45;1;61–72;0
No;Female;No;No;No;3;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Electronic check;40,9;44,6;44,6;122,7;1;0–12;0
Yes;Female;No;No;No;1;No;No;Dsl;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;34,7;34,7;34,7;34,7;1;0–12;1
No;Male;No;Yes;No;36;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,5;93,6;23,4;3366,05;4;25–36;0
Yes;Male;No;No;No;23;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;84,49;90,6;30,2;1943,2;3;13–24;1
No;Male;No;Yes;Yes;22;Yes;No;Dsl;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;57,81;57,95;14,4875;1271,8;4;13–24;0
No;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);110,64;112,1;16,014285714285712;7965,95;7;61–72;0
Yes;Female;No;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;85,92;88,25;29,416666666666668;1460,65;3;13–24;1
Yes;Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;90,73;85,8;28,599999999999998;272,2;3;0–12;1
Yes;Male;No;Yes;No;58;Yes;No;Dsl;Yes;Yes;Yes;No;No;No;One year;No;Credit card (automatic);61,44;60,3;15,075;3563,8;4;49–60;1
No;Male;No;Yes;Yes;67;Yes;No;Dsl;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);80,58;81,35;13,558333333333332;5398,6;6;61–72;0
No;Male;Yes;No;No;34;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;98,33;99,85;19,97;3343,15;5;25–36;0
No;Male;No;No;No;10;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);19,87;20,0;20,0;198,7;1;0–12;0
No;Female;No;No;No;69;Yes;Yes;Dsl;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85,47;85,35;14,225;5897,4;6;61–72;0
No;Male;No;No;No;40;No;No;Dsl;Yes;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);62,79;62,05;12,41;2511,55;5;37–48;0
No;Male;No;No;No;20;Yes;No;Dsl;Yes;No;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);69,93;64,4;16,1;1398,6;4;13–24;0
No;Female;No;Yes;Yes;46;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;21,04;19,4;19,4;967,85;1;37–48;0
Yes;Female;No;Yes;No;2;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,7;74,4;37,2;139,4;2;0–12;1
Yes;Female;Yes;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,45;70,45;70,45;70,45;1;0–12;1
No;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);105,41;105,0;21,0;7589,8;5;61–72;0
No;Male;No;Yes;Yes;70;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);25,57;25,15;25,15;1790,15;1;61–72;0
No;Female;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;22,2;19,3;19,3;44,4;1;0–12;0
No;Male;No;No;Yes;23;Yes;No;Dsl;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);55,83;55,3;18,433333333333334;1284,2;3;13–24;0
No;Male;No;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,51;95,4;31,8;3474,2;3;25–36;0
Yes;Male;Yes;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);94,49;93,85;31,28333333333333;5574,75;3;49–60;1
No;Male;No;No;No;67;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);21,36;20,5;20,5;1430,95;1;61–72;0
No;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);104,75;105,55;21,11;7542,25;5;61–72;0
Yes;Female;No;No;No;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95,82;101,9;20,380000000000003;3545,35;5;37–48;1
No;Female;No;Yes;Yes;72;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);23,74;24,45;24,45;1709,1;1;61–72;0
No;Male;No;Yes;No;72;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);19,75;19,7;19,7;1421,9;1;61–72;0
Yes;Male;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,52;74,4;74,4;229,55;1;0–12;1
Yes;Female;Yes;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);99,5;101,5;25,375;5373,1;4;49–60;1
Yes;Male;No;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;95,71;95,75;23,9375;5742,9;4;49–60;1
No;Female;No;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);112,53;110,65;18,441666666666666;6526,65;6;49–60;0
No;Female;No;Yes;No;31;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);86,26;83,85;27,95;2674,15;3;25–36;0
No;Female;No;No;No;3;Yes;Yes;Dsl;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;56,83;60,25;30,125;170,5;2;0–12;0
No;Male;No;No;No;55;Yes;No;Dsl;Yes;No;Yes;Yes;No;No;Two year;Yes;Electronic check;57,74;59,2;14,8;3175,85;4;49–60;0
Yes;Female;No;No;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,4;44,4;44,4;44,4;1;0–12;1
No;Male;No;Yes;No;49;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);87,71;85,3;28,433333333333334;4297,95;3;49–60;0
Yes;Male;No;No;Yes;8;No;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;26,9;25,5;;215,2;0;0–12;1
No;Female;Yes;No;No;39;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,49;99,75;24,9375;4036,0;4;37–48;0
No;Male;No;Yes;No;66;Yes;Yes;Dsl;Yes;Yes;Yes;No;No;No;Two year;Yes;Credit card (automatic);67,1;66,1;16,525;4428,45;4;61–72;0
No;Female;No;Yes;Yes;15;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;19,73;20,55;20,55;295,95;1;13–24;0
No;Female;No;Yes;No;51;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;97,01;98,85;24,7125;4947,55;4;49–60;0
No;Male;Yes;No;No;9;Yes;No;Dsl;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;49,77;49,2;24,6;447,9;2;0–12;0
Yes;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;20,9;20,9;20,9;20,9;1;0–12;1
No;Male;No;No;No;25;Yes;No;No;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);20,65;19,5;19,5;516,3;1;25–36;0
No;Male;No;Yes;No;22;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);84,12;87,0;29,0;1850,65;3;13–24;0
No;Male;No;No;No;15;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,95;49,0;49,0;749,25;1;13–24;0
Yes;Female;No;Yes;Yes;28;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);92,82;90,1;30,03333333333333;2598,95;3;25–36;1
No;Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;79,22;90,7;30,233333333333334;237,65;3;0–12;0
No;Female;No;Yes;No;47;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,15;100,5;25,125;4707,1;4;37–48;0
No;Female;No;No;No;67;Yes;Yes;Dsl;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;85,29;85,25;14,208333333333334;5714,2;6;61–72;0
No;Female;Yes;No;No;18;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;71,92;74,7;37,35;1294,6;2;13–24;0
No;Male;No;Yes;No;62;Yes;No;Dsl;No;Yes;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);60,54;60,15;15,0375;3753,2;4;61–72;0
No;Female;No;No;No;41;Yes;Yes;Dsl;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;79,61;80,55;16,11;3263,9;5;37–48;0
No;Female;No;No;No;44;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,62;50,15;50,15;2139,1;1;37–48;0
No;Female;No;No;No;53;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);95,15;94,45;18,89;5042,75;5;49–60;0
No;Male;No;Yes;No;48;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;21,58;20,05;20,05;1036,0;1;37–48;0
No;Female;Yes;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);119,09;115,6;16,514285714285712;6431,05;7;49–60;0
Yes;Female;No;Yes;No;48;No;No;Dsl;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);44,69;45,3;15,1;2145,0;3;37–48;1
No;Male;No;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100,2;99,65;24,9125;2404,85;4;13–24;0
No;Male;No;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);80,34;80,6;26,866666666666664;2651,1;3;25–36;0
No;Male;No;Yes;No;66;Yes;Yes;Dsl;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;83,91;85,25;14,208333333333334;5538,35;6;61–72;0
No;Female;No;Yes;Yes;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;66,73;69,55;69,55;200,2;1;0–12;0
No;Female;No;No;No;13;No;No;Dsl;No;No;Yes;Yes;No;No;Two year;No;Mailed check;34,65;35,4;17,7;450,4;2;13–24;0
No;Male;No;Yes;Yes;63;Yes;Yes;Dsl;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);86,27;83,5;13,916666666666666;5435,0;6;61–72;0
Yes;Female;No;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;82,62;83,8;20,95;1900,25;4;13–24;1
No;Male;No;No;Yes;52;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);25,66;25,6;25,6;1334,5;1;49–60;0
No;Male;No;No;No;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);22,37;20,75;20,75;67,1;1;0–12;0
No;Male;No;No;No;10;Yes;No;Dsl;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);50,32;56,75;28,375;503,25;2;0–12;0
No;Female;No;Yes;Yes;72;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);20,29;20,1;20,1;1460,85;1;61–72;0
